"","originalid","originaltraitname","originaltraitunit","rate","interactor1","temp","citation","inversetraitvalue","adjustedtraitname","cit","conc"
"47","MSS0003","Development time","days",20.000001,"Aedes camptorhynchus",25,"Barton PS, Aberton JG. 2005. Larval Development and Autogeny in Ochlerotatus camptorhynchus (Thomson) (Diptera: Culicidae) from Southern Victoria. The Proceedings of the Linnean Society of New South Wales 126(), 261-267",0.0499999975000001,"a","Barton","Aedescamptorhynchus"
"48","MSS0003","Development time","days",19.900001,"Aedes camptorhynchus",25,"Barton PS, Aberton JG. 2005. Larval Development and Autogeny in Ochlerotatus camptorhynchus (Thomson) (Diptera: Culicidae) from Southern Victoria. The Proceedings of the Linnean Society of New South Wales 126(), 261-267",0.0502512537562184,"a","Barton","Aedescamptorhynchus"
"49","MSS0067","Development time","days",15.500001,"Aedes notoscriptus",15,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.0645161248699274,"a","Williams","Aedesnotoscriptus"
"50","MSS0067","Development time","days",16.200001,"Aedes notoscriptus",18,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.0617283912513339,"a","Williams","Aedesnotoscriptus"
"51","MSS0067","Development time","days",10.000001,"Aedes notoscriptus",25,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.099999990000001,"a","Williams","Aedesnotoscriptus"
"52","MSS0067","Development time","days",6.800001,"Aedes notoscriptus",29,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.147058801903117,"a","Williams","Aedesnotoscriptus"
"53","MSS0068","Development time","days",48.800001,"Aedes notoscriptus",15,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.0204918028587745,"a","Williams","Aedesnotoscriptus"
"54","MSS0068","Development time","days",40.800001,"Aedes notoscriptus",18,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.0245098033208382,"a","Williams","Aedesnotoscriptus"
"55","MSS0068","Development time","days",27.700001,"Aedes notoscriptus",25,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.0361010817292028,"a","Williams","Aedesnotoscriptus"
"56","MSS0068","Development time","days",7.600001,"Aedes notoscriptus",29,"Williams CR, Rau G. 2011. Growth and development performance of the ubiquitous urban mosquito Aedes notoscriptus (Diptera: Culicidae) in Australia varies with water type and temperature. Australian Journal of Entomology 50(2), 195-199",0.131578930055404,"a","Williams","Aedesnotoscriptus"
"57","csm8I","Development Rate","%",0.091563618,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",10.9213683539678,"a","Greenberg","Anthonomusgrandis"
"58","csm8I","Development Rate","%",0.254149278,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",3.93469541943771,"a","Greenberg","Anthonomusgrandis"
"59","csm8I","Development Rate","%",0.612652665,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",1.63224622551834,"a","Greenberg","Anthonomusgrandis"
"60","csm8I","Development Rate","%",0.651155156,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",1.53573229173663,"a","Greenberg","Anthonomusgrandis"
"61","csm8I","Development Rate","%",0.698638836,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",1.43135472646413,"a","Greenberg","Anthonomusgrandis"
"62","csm8J","Development Rate","%",0.028709901,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",34.8311894213777,"a","Greenberg","Anthonomusgrandis"
"63","csm8J","Development Rate","%",0.064315354,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",15.548386781794,"a","Greenberg","Anthonomusgrandis"
"64","csm8J","Development Rate","%",0.151885523,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",6.58390595922694,"a","Greenberg","Anthonomusgrandis"
"65","csm8J","Development Rate","%",0.169848634,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",5.88759518666485,"a","Greenberg","Anthonomusgrandis"
"66","csm8J","Development Rate","%",0.164235162,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",6.08883011300589,"a","Greenberg","Anthonomusgrandis"
"67","csm8K","Development Rate","%",0.00921718,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",108.493053189804,"a","Greenberg","Anthonomusgrandis"
"68","csm8K","Development Rate","%",0.10038241,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",9.96190468031202,"a","Greenberg","Anthonomusgrandis"
"69","csm8K","Development Rate","%",0.16432718,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",6.08542056158939,"a","Greenberg","Anthonomusgrandis"
"70","csm8K","Development Rate","%",0.20678178,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",4.83601601649817,"a","Greenberg","Anthonomusgrandis"
"71","csm8K","Development Rate","%",0.2495231,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",4.00764498357066,"a","Greenberg","Anthonomusgrandis"
"72","csm8L","Development Rate","%",0.021380444,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",46.7717134405628,"a","Greenberg","Anthonomusgrandis"
"73","csm8L","Development Rate","%",0.03736995,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",26.7594685034366,"a","Greenberg","Anthonomusgrandis"
"74","csm8L","Development Rate","%",0.063392569,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",15.774719588979,"a","Greenberg","Anthonomusgrandis"
"75","csm8L","Development Rate","%",0.077309107,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",12.9350866774337,"a","Greenberg","Anthonomusgrandis"
"76","csm8L","Development Rate","%",0.085338359,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",11.7180598703568,"a","Greenberg","Anthonomusgrandis"
"77","csm8W","Development Time","days",12.100001,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.0826446212690396,"a","Greenberg","Anthonomusgrandis"
"78","csm8W","Development Time","days",4.300001,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.232558085451608,"a","Greenberg","Anthonomusgrandis"
"79","csm8W","Development Time","days",2.100001,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.476190249433215,"a","Greenberg","Anthonomusgrandis"
"80","csm8W","Development Time","days",1.900001,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.52631551246552,"a","Greenberg","Anthonomusgrandis"
"81","csm8W","Development Time","days",1.700001,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.588234948097089,"a","Greenberg","Anthonomusgrandis"
"82","csm8X","Development Time","days",8.000001,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.124999984375002,"a","Greenberg","Anthonomusgrandis"
"83","csm8X","Development Time","days",3.100001,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.322580541103051,"a","Greenberg","Anthonomusgrandis"
"84","csm8X","Development Time","days",1.800001,"Anthonomus grandis",25,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.555555246913752,"a","Greenberg","Anthonomusgrandis"
"85","csm8X","Development Time","days",1.400001,"Anthonomus grandis",30,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.714285204081997,"a","Greenberg","Anthonomusgrandis"
"86","csm8X","Development Time","days",1.600001,"Anthonomus grandis",35,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.624999609375244,"a","Greenberg","Anthonomusgrandis"
"87","csm8Y","Development Time","days",6.400001,"Anthonomus grandis",15,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.156249975585941,"a","Greenberg","Anthonomusgrandis"
"88","csm8Y","Development Time","days",2.800001,"Anthonomus grandis",20,"Greenberg, Shoil M., et al. ""Temperature_dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",0.357142729591882,"a","Greenberg","Anthonomusgrandis"
