curve_ID,originaltraitname,originaltraitunit,originaltraitvalue,standardisedtraitname,standardardisedtraitunit,standardisedtraitvalue,interactor1,habitat,common,ambienttemp,ambienttempunit,stage,doi,citation,figuretable,mismatch_A,notes
1,Aquatic Phase Mortality Rate,1/days,0.31994,Juvenile Mortality Rate,1/days,0.3199,Aedes aegypti,aquatic,mosquito,39.95,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 8,yes,
1,Aquatic Phase Mortality Rate,1/days,0.26644,Juvenile Mortality Rate,1/days,0.2664,Aedes aegypti,aquatic,mosquito,40.16,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 8,yes,
1,Aquatic Phase Mortality Rate,1/days,0.28482,Juvenile Mortality Rate,1/days,0.2848,Aedes aegypti,aquatic,mosquito,40.64,Celsius,juvenile,10.1017/S0950268809002040,"Yang et al. 2009. Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue. Epidemiology & Infection 137: 8",Table 8,yes,
2,Juvenile Development Time,days,0,Juvenile Development Rate,1/days,0,Aedes albopictus,aquatic,mosquito,5,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,0,Juvenile Development Rate,1/days,0,Aedes albopictus,aquatic,mosquito,10,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,35,Juvenile Development Rate,1/days,0.0286,Aedes albopictus,aquatic,mosquito,15,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,14.4,Juvenile Development Rate,1/days,0.0694,Aedes albopictus,aquatic,mosquito,20,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,10.4,Juvenile Development Rate,1/days,0.0962,Aedes albopictus,aquatic,mosquito,25,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,8.8,Juvenile Development Rate,1/days,0.1136,Aedes albopictus,aquatic,mosquito,30,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Juvenile Development Time,days,12.3,Juvenile Development Rate,1/days,0.0813,Aedes albopictus,aquatic,mosquito,35,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Longevity,days,39.45,Female Mortality Rate,1/days,0.0253,Aedes albopictus,terrestrial,mosquito,15,Celsius,adult,10.1590/S0085-56262002000100011,"Calado and Navarro-Silva 2002. Influência da temperatura sobre a longevidade, fecundidade eatividade hematofágica de Aedes (Stegomyia) albopictus Skuse, 1894 (Diptera, Culicidae) sob condições de laboratório. Revista Brasileira de Entomologia 46: 1",Tables 1 & 3,yes,
2,Juvenile Development Time,days,0,Juvenile Development Rate,1/days,0,Aedes albopictus,aquatic,mosquito,40,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 2,yes,
2,Longevity,days,91.4,Female Mortality Rate,1/days,0.0109,Aedes albopictus,terrestrial,mosquito,20,Celsius,adult,10.1590/S0085-56262002000100011,"Calado and Navarro-Silva 2002. Influência da temperatura sobre a longevidade, fecundidade eatividade hematofágica de Aedes (Stegomyia) albopictus Skuse, 1894 (Diptera, Culicidae) sob condições de laboratório. Revista Brasileira de Entomologia 46: 1",Tables 1 & 3,yes,
2,Longevity,days,73.95,Female Mortality Rate,1/days,0.0135,Aedes albopictus,terrestrial,mosquito,25,Celsius,adult,10.1590/S0085-56262002000100011,"Calado and Navarro-Silva 2002. Influência da temperatura sobre a longevidade, fecundidade eatividade hematofágica de Aedes (Stegomyia) albopictus Skuse, 1894 (Diptera, Culicidae) sob condições de laboratório. Revista Brasileira de Entomologia 46: 1",Tables 1 & 3,yes,
2,Longevity,days,50.65,Female Mortality Rate,1/days,0.0197,Aedes albopictus,terrestrial,mosquito,30,Celsius,adult,10.1590/S0085-56262002000100011,"Calado and Navarro-Silva 2002. Influência da temperatura sobre a longevidade, fecundidade eatividade hematofágica de Aedes (Stegomyia) albopictus Skuse, 1894 (Diptera, Culicidae) sob condições de laboratório. Revista Brasileira de Entomologia 46: 1",Tables 1 & 3,yes,
2,Mortality Rate,per capita per day,0.0087,Female Mortality Rate,per capita per day,0.0087,Aedes albopictus,terrestrial,mosquito,22,Celsius,adult,10.1603/0022-2585-38.4.548,Alto and Juliano 2001. Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory. J. Med. Entomol. 38(4),Table 2,yes,
2,Mortality Rate,per capita per day,0.0114,Female Mortality Rate,per capita per day,0.0114,Aedes albopictus,terrestrial,mosquito,24,Celsius,adult,10.1603/0022-2585-38.4.548,Alto and Juliano 2001. Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory. J. Med. Entomol. 38(4),Table 2,yes,
2,Mortality Rate,per capita per day,0.0124,Female Mortality Rate,per capita per day,0.0124,Aedes albopictus,terrestrial,mosquito,26,Celsius,adult,10.1603/0022-2585-38.4.548,Alto and Juliano 2001. Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory. J. Med. Entomol. 38(4),Table 2,yes,
2,Juvenile Percentage Survival,%,0,Juvenile Mortality Rate,per capita per day,1,Aedes albopictus,aquatic,mosquito,10,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,50,Juvenile Mortality Rate,per capita per day,0.0143,Aedes albopictus,aquatic,mosquito,15,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,77.5,Juvenile Mortality Rate,per capita per day,0.0156,Aedes albopictus,aquatic,mosquito,20,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,76.3,Juvenile Mortality Rate,per capita per day,0.0228,Aedes albopictus,aquatic,mosquito,25,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,67.5,Juvenile Mortality Rate,per capita per day,0.0369,Aedes albopictus,aquatic,mosquito,30,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,2.5,Juvenile Mortality Rate,per capita per day,0.0793,Aedes albopictus,aquatic,mosquito,35,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
2,Juvenile Percentage Survival,%,0,Juvenile Mortality Rate,per capita per day,1,Aedes albopictus,aquatic,mosquito,40,Celsius,juvenile,10.1603/033.046.0105,"Delatte et al 2009. Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean. J Med Entomol 46: 1",Table 1,yes,
3,Development Time,days,NA,Juvenile Development Rate,1/days,0,Aedes krombeini,aquatic,mosquito,14,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
3,Development Time,days,24,Juvenile Development Rate,1/days,0.0417,Aedes krombeini,aquatic,mosquito,18,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
3,Development Time,days,10.3,Juvenile Development Rate,1/days,0.0971,Aedes krombeini,aquatic,mosquito,22,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
3,Development Time,days,6.3,Juvenile Development Rate,1/days,0.1587,Aedes krombeini,aquatic,mosquito,26,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
3,Development Time,days,5,Juvenile Development Rate,1/days,0.2,Aedes krombeini,aquatic,mosquito,30,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
3,Development Time,days,5.5,Juvenile Development Rate,1/days,0.1818,Aedes krombeini,aquatic,mosquito,33.5,Celsius,juvenile,10.1016/0306-4565(95)00035-12,"Joshi 1996. Effect of fluctuating and constant temperatures on development, adult longevity and fecundity in the mosquito Aedes krombeini. J. Therm. Biol. 21: 3",Table 1,yes,
