"","originalid","originaltraitname","originaltraitunit","rate","interactor1","temp","citation","inversetraitvalue","adjustedtraitname","cit","conc"
"26","csm1E","Mortality Rate","1/day",0.091691,"Aedes aegypti",10.76,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",10.9061958098396,"zj","Yang","Aedesaegypti"
"27","csm1E","Mortality Rate","1/day",0.036081,"Aedes aegypti",15.3,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",27.7154180870818,"zj","Yang","Aedesaegypti"
"28","csm1E","Mortality Rate","1/day",0.032661,"Aedes aegypti",16.52,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",30.6175561066716,"zj","Yang","Aedesaegypti"
"29","csm1E","Mortality Rate","1/day",0.042161,"Aedes aegypti",20.05,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",23.7186024999407,"zj","Yang","Aedesaegypti"
"30","csm1E","Mortality Rate","1/day",0.037181,"Aedes aegypti",21.79,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",26.8954573572524,"zj","Yang","Aedesaegypti"
"31","csm1E","Mortality Rate","1/day",0.030431,"Aedes aegypti",25.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",32.8612270382176,"zj","Yang","Aedesaegypti"
"32","csm1E","Mortality Rate","1/day",0.027091,"Aedes aegypti",27.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",36.9126278099738,"zj","Yang","Aedesaegypti"
"33","csm1E","Mortality Rate","1/day",0.043911,"Aedes aegypti",31.33,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",22.7733369770672,"zj","Yang","Aedesaegypti"
"34","csm1E","Mortality Rate","1/day",0.034171,"Aedes aegypti",31.65,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",29.2645810775219,"zj","Yang","Aedesaegypti"
"35","csm1E","Mortality Rate","1/day",0.044381,"Aedes aegypti",32.55,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",22.5321646650594,"zj","Yang","Aedesaegypti"
"36","csm1E","Mortality Rate","1/day",0.049831,"Aedes aegypti",33.41,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",20.0678292629086,"zj","Yang","Aedesaegypti"
"37","csm1A","Oviposition Rate","per day per female",1e-06,"Aedes aegypti",10.54,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",1e+06,"bpk","Yang","Aedesaegypti"
"38","csm1A","Oviposition Rate","per day per female",1e-06,"Aedes aegypti",10.76,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",1e+06,"bpk","Yang","Aedesaegypti"
"39","csm1A","Oviposition Rate","per day per female",0.354801,"Aedes aegypti",15.3,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",2.81848134588121,"bpk","Yang","Aedesaegypti"
"40","csm1A","Oviposition Rate","per day per female",1.120801,"Aedes aegypti",16.52,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.89221904691377,"bpk","Yang","Aedesaegypti"
"41","csm1A","Oviposition Rate","per day per female",3.366801,"Aedes aegypti",20.05,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.297017851663939,"bpk","Yang","Aedesaegypti"
"42","csm1A","Oviposition Rate","per day per female",3.593101,"Aedes aegypti",21.79,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.278311130135223,"bpk","Yang","Aedesaegypti"
"43","csm1A","Oviposition Rate","per day per female",6.984701,"Aedes aegypti",25.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.143170051230539,"bpk","Yang","Aedesaegypti"
"44","csm1A","Oviposition Rate","per day per female",7.599701,"Aedes aegypti",27.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.131584124164885,"bpk","Yang","Aedesaegypti"
"45","csm1A","Oviposition Rate","per day per female",9.576201,"Aedes aegypti",31.33,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.10442554411713,"bpk","Yang","Aedesaegypti"
"46","csm1A","Oviposition Rate","per day per female",7.277001,"Aedes aegypti",31.65,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.137419247297066,"bpk","Yang","Aedesaegypti"
"47","csm1A","Oviposition Rate","per day per female",11.224001,"Aedes aegypti",32.55,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.089094788925981,"bpk","Yang","Aedesaegypti"
"48","csm1A","Oviposition Rate","per day per female",7.274501,"Aedes aegypti",33.41,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.137466473645409,"bpk","Yang","Aedesaegypti"
"49","csm1C","Survival Time","days",6.182971,"Aedes aegypti",10,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.161734544768203,"z","Yang","Aedesaegypti"
"50","csm1C","Survival Time","days",10.278301,"Aedes aegypti",10,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0972923443281142,"z","Yang","Aedesaegypti"
"51","csm1C","Survival Time","days",12.240601,"Aedes aegypti",10,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0816953350574861,"z","Yang","Aedesaegypti"
"52","csm1C","Survival Time","days",4.493751,"Aedes aegypti",10,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.222531243942978,"z","Yang","Aedesaegypti"
"53","csm1C","Survival Time","days",2.132831,"Aedes aegypti",10.38,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.468860401972777,"z","Yang","Aedesaegypti"
"54","csm1C","Survival Time","days",5.729001,"Aedes aegypti",10.45,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.174550501911241,"z","Yang","Aedesaegypti"
"55","csm1C","Survival Time","days",4.829591,"Aedes aegypti",10.45,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.207056870861321,"z","Yang","Aedesaegypti"
"56","csm1C","Survival Time","days",47.922501,"Aedes aegypti",14.74,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0208670244484945,"z","Yang","Aedesaegypti"
"57","csm1C","Survival Time","days",42.662701,"Aedes aegypti",14.84,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0234396786082531,"z","Yang","Aedesaegypti"
"58","csm1C","Survival Time","days",55.293001,"Aedes aegypti",14.92,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.018085471613306,"z","Yang","Aedesaegypti"
"59","csm1C","Survival Time","days",27.233401,"Aedes aegypti",18.86,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0367196150051182,"z","Yang","Aedesaegypti"
"60","csm1C","Survival Time","days",48.470001,"Aedes aegypti",19.04,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0206313179155907,"z","Yang","Aedesaegypti"
"61","csm1C","Survival Time","days",30.208901,"Aedes aegypti",19.18,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0331028262166836,"z","Yang","Aedesaegypti"
"62","csm1C","Survival Time","days",14.750801,"Aedes aegypti",26.56,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.067792928668755,"z","Yang","Aedesaegypti"
"63","csm1C","Survival Time","days",15.846201,"Aedes aegypti",26.84,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0631066083283937,"z","Yang","Aedesaegypti"
"64","csm1C","Survival Time","days",15.661201,"Aedes aegypti",26.85,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0638520634528604,"z","Yang","Aedesaegypti"
"65","csm1C","Survival Time","days",9.525421,"Aedes aegypti",30.83,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.104982236480676,"z","Yang","Aedesaegypti"
"66","csm1C","Survival Time","days",16.845201,"Aedes aegypti",31.61,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0593640883240277,"z","Yang","Aedesaegypti"
"67","csm1C","Survival Time","days",8.645661,"Aedes aegypti",34.95,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.115664956097631,"z","Yang","Aedesaegypti"
"68","csm1C","Survival Time","days",14.161301,"Aedes aegypti",36.47,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0706149809258344,"z","Yang","Aedesaegypti"
"69","csm1C","Survival Time","days",10.007301,"Aedes aegypti",36.55,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0999270432657117,"z","Yang","Aedesaegypti"
"70","csm1C","Survival Time","days",3.125581,"Aedes aegypti",39.95,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.319940516659143,"z","Yang","Aedesaegypti"
"71","csm1C","Survival Time","days",3.753161,"Aedes aegypti",40.16,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.266442073761291,"z","Yang","Aedesaegypti"
"72","csm1C","Survival Time","days",3.110501,"Aedes aegypti",40.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.321491618231275,"z","Yang","Aedesaegypti"
"73","csm1D","Survival Time","days",13.183901,"Aedes aegypti",10.54,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0758500841291208,"z","Yang","Aedesaegypti"
"74","csm1D","Survival Time","days",10.906401,"Aedes aegypti",10.76,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0916892749496374,"z","Yang","Aedesaegypti"
"75","csm1D","Survival Time","days",27.714701,"Aedes aegypti",15.3,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0360819335557688,"z","Yang","Aedesaegypti"
"76","csm1D","Survival Time","days",30.616001,"Aedes aegypti",16.52,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0326626589801849,"z","Yang","Aedesaegypti"
"77","csm1D","Survival Time","days",23.720101,"Aedes aegypti",20.05,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0421583365096127,"z","Yang","Aedesaegypti"
"78","csm1D","Survival Time","days",26.899201,"Aedes aegypti",21.79,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0371758254083458,"z","Yang","Aedesaegypti"
"79","csm1D","Survival Time","days",32.866701,"Aedes aegypti",25.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0304259317051626,"z","Yang","Aedesaegypti"
"80","csm1D","Survival Time","days",36.910401,"Aedes aegypti",27.64,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0270926344040532,"z","Yang","Aedesaegypti"
"81","csm1D","Survival Time","days",22.773601,"Aedes aegypti",31.33,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0439104909232405,"z","Yang","Aedesaegypti"
"82","csm1D","Survival Time","days",29.262601,"Aedes aegypti",31.65,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.034173312208303,"z","Yang","Aedesaegypti"
"83","csm1D","Survival Time","days",22.530401,"Aedes aegypti",32.55,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0443844741156627,"z","Yang","Aedesaegypti"
"84","csm1D","Survival Time","days",20.069801,"Aedes aegypti",33.41,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.",0.0498261044043237,"z","Yang","Aedesaegypti"
"85","csm5A","Development Rate","1/days",0.0218949,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",45.6727365733573,"a","Delatte","Aedesalbopictus"
"86","csm5A","Development Rate","1/days",0.02282083,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",43.8196156756788,"a","Delatte","Aedesalbopictus"
"87","csm5A","Development Rate","1/days",0.02420971,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",41.3057405479041,"a","Delatte","Aedesalbopictus"
"88","csm5A","Development Rate","1/days",0.0255986,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",39.0646363473002,"a","Delatte","Aedesalbopictus"
"89","csm5A","Development Rate","1/days",0.02652453,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",37.7009507802777,"a","Delatte","Aedesalbopictus"
"90","csm5A","Development Rate","1/days",0.02791342,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",35.8250619236195,"a","Delatte","Aedesalbopictus"
"91","csm5A","Development Rate","1/days",0.02930231,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",34.1270022738822,"a","Delatte","Aedesalbopictus"
"92","csm5A","Development Rate","1/days",0.02976527,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",33.5962012103367,"a","Delatte","Aedesalbopictus"
"93","csm5A","Development Rate","1/days",0.03115416,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",32.0984420700157,"a","Delatte","Aedesalbopictus"
"94","csm5A","Development Rate","1/days",0.03300601,"Aedes albopictus",15,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",30.2975124833326,"a","Delatte","Aedesalbopictus"
"95","csm5A","Development Rate","1/days",0.04964394,"Aedes albopictus",20,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",20.143445504124,"a","Delatte","Aedesalbopictus"
"96","csm5A","Development Rate","1/days",0.05219023,"Aedes albopictus",20,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",19.1606743254437,"a","Delatte","Aedesalbopictus"
"97","csm5A","Development Rate","1/days",0.05519949,"Aedes albopictus",20,"Delatte, Hélène, et al. ""Influence of temperature on immature development, survival, longevity, fecundity, and gonotrophic cycles of Aedes albopictus, vector of chikungunya and dengue in the Indian Ocean."" Journal of medical entomology 46.1 (2009): 33-41.",18.1161094060833,"a","Delatte","Aedesalbopictus"
